verification_revision,gcid,classid,decision_index,prev_change_revision,gap_since_prev_change,n_prior_changes,n_prior_co_changes,n_prior_solo_changes,co_change_ratio,solo_change_ratio,revs_since_last_change,revs_since_last_co_change,revs_since_last_solo_change,solo_events_since_last_co_change,recent_co_ratio_last5,recent_solo_ratio_last5,nlines,similarity,file_age,change_density,stability_index,class_size,alive_peer_count,frac_peers_same_file,frac_peers_same_method,mean_peer_co_ratio,max_peer_co_ratio,min_peer_co_ratio,mean_peer_depth,independent_ratio_decay_h10,coupling_strength_decay_h10,independent_ratio_decay_h20,coupling_strength_decay_h20,independent_ratio_decay_h50,coupling_strength_decay_h50,coupling_trend,cumulative_churn,distinct_authors,major_author_prop,label
658,346,36,3,630,28,2,2,0,1.0,0.0,28,28,-1,0,1.0,0.0,5,71,197,0.0102,0.5449,71,27,0.2593,0.0,0.2593,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1563,1,1.0,1
658,397,40,3,644,14,2,2,0,1.0,0.0,14,14,-1,0,1.0,0.0,5,71,28,0.0714,0.2139,106,64,0.4531,0.0156,0.0781,1.0,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,278,1,1.0,1
658,413,39,2,655,3,1,1,0,1.0,0.0,3,3,-1,0,1.0,0.0,10,100,4,0.25,0.0123,106,59,0.0847,0.0169,0.0847,1.0,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.0,0.0,676,1,1.0,1
658,416,42,7,657,1,6,3,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,4,1.5,0.0,92,54,0.1481,0.0185,0.0802,0.6667,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1542,1,1.0,1
658,416,42,8,658,0,6,3,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,4,1.5,0.0,92,54,0.1481,0.0185,0.0802,0.6667,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1542,1,1.0,1
658,419,43,3,656,2,2,2,0,1.0,0.0,2,2,-1,0,1.0,0.0,5,71,4,0.5,0.0061,66,29,0.1034,0.0345,0.069,1.0,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,689,1,1.0,1
658,427,85,5,657,1,4,0,2,0.0,0.5,1,-1,1,2,0.0,1.0,15,100,4,1.0,0.0061,42,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,922,1,1.0,0
658,427,85,6,658,0,4,0,2,0.0,0.5,1,-1,1,2,0.0,1.0,15,100,4,1.0,0.0061,42,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,922,1,1.0,0
659,206,18,5,658,1,4,3,1,0.75,0.25,1,184,1,1,0.75,0.25,5,75,444,0.009,0.7375,42,8,0.0,0.0,0.2188,0.25,0.0,1.0,1.0,0.0,0.9966,0.0034,0.8368,0.1632,-0.5,3653,1,1.0,0
659,291,23,12,658,1,11,4,2,0.3636,0.1818,1,25,1,1,0.4,0.6,5,75,198,0.0556,1.0674,64,20,0.3,0.0,0.1,0.7273,0.0,0.7,0.7279,0.2721,0.5695,0.4305,0.4776,0.5224,-0.5,3051,1,1.0,0
659,299,27,5,634,25,4,4,0,1.0,0.0,25,25,-1,0,1.0,0.0,134,75,198,0.0202,0.5421,71,13,0.2308,0.3846,0.1731,0.75,0.0,0.77,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1217,1,1.0,1
659,300,27,6,658,1,5,4,1,0.8,0.2,1,1,29,0,0.8,0.2,134,75,198,0.0253,0.5421,71,13,0.1538,0.3846,0.1846,0.6,0.0,0.85,0.1256,0.8744,0.2739,0.7261,0.3563,0.6437,-0.3333,3286,1,1.0,1
659,307,30,16,658,1,15,8,1,0.5333,0.0667,1,1,197,0,1.0,0.0,10,70,198,0.0758,1.0646,96,42,0.3333,0.0,0.1619,0.6,0.0,0.67,0.0,1.0,0.0005,0.9995,0.0166,0.9834,0.1429,3163,1,1.0,1
659,309,30,8,658,1,7,6,0,0.8571,0.0,1,1,-1,0,1.0,0.0,10,70,198,0.0354,0.7388,96,42,0.3333,0.0,0.1667,0.8571,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1573,1,1.0,1
659,397,40,4,658,1,3,3,0,1.0,0.0,1,1,-1,0,1.0,0.0,5,71,29,0.1034,0.2193,106,64,0.4531,0.0156,0.0833,0.6667,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,281,1,1.0,1
659,416,42,9,658,1,8,4,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,5,1.6,0.0,92,54,0.1481,0.0185,0.0741,0.75,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1546,1,1.0,1
659,416,42,10,659,0,8,4,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,5,1.6,0.0,92,54,0.1481,0.0185,0.0741,0.75,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1546,1,1.0,1
659,419,43,4,658,1,3,3,0,1.0,0.0,1,1,-1,0,1.0,0.0,5,71,5,0.6,0.0061,66,29,0.1034,0.0345,0.0575,1.0,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,691,1,1.0,1
659,427,85,7,658,1,6,0,3,0.0,0.5,1,-1,1,3,0.0,1.0,15,100,5,1.2,0.0184,42,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,926,1,1.0,0
659,427,85,8,659,0,6,0,3,0.0,0.5,1,-1,1,3,0.0,1.0,15,100,5,1.2,0.0184,42,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,926,1,1.0,0
659,429,89,3,657,2,2,2,0,1.0,0.0,2,2,-1,0,1.0,0.0,5,71,5,0.4,0.0123,35,14,0.2143,0.0,0.1429,1.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0,758,1,1.0,1
663,397,40,5,659,4,4,4,0,1.0,0.0,4,4,-1,0,1.0,0.0,5,71,33,0.1212,0.2567,106,64,0.4531,0.0156,0.082,0.5,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,287,1,1.0,0
663,397,40,6,663,0,4,4,0,1.0,0.0,4,4,-1,0,1.0,0.0,5,71,33,0.1212,0.2567,106,64,0.4531,0.0156,0.082,0.5,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,287,1,1.0,0
664,281,7,5,636,28,4,2,2,0.5,0.5,28,78,28,2,0.5,0.5,7,83,203,0.0197,0.7612,58,19,0.0526,0.0,0.0395,0.5,0.0,0.95,0.9841,0.0159,0.9159,0.0841,0.7658,0.2342,-1.0,1187,1,1.0,0
664,307,30,17,659,5,16,9,1,0.5625,0.0625,5,5,202,0,1.0,0.0,10,70,203,0.0788,1.0899,96,42,0.3333,0.0,0.1533,0.625,0.0,0.67,0.0,1.0,0.0004,0.9996,0.0133,0.9867,0.125,3167,1,1.0,1
664,307,30,18,664,0,16,9,1,0.5625,0.0625,5,5,202,0,1.0,0.0,10,70,203,0.0788,1.0899,96,42,0.3333,0.0,0.1533,0.625,0.0,0.67,0.0,1.0,0.0004,0.9996,0.0133,0.9867,0.125,3167,1,1.0,1
664,309,30,9,659,5,8,7,0,0.875,0.0,5,5,-1,0,1.0,0.0,10,70,203,0.0394,0.764,96,42,0.3333,0.0,0.1488,0.875,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1577,1,1.0,1
664,309,30,10,664,0,8,7,0,0.875,0.0,5,5,-1,0,1.0,0.0,10,70,203,0.0394,0.764,96,42,0.3333,0.0,0.1488,0.875,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1577,1,1.0,1
664,315,30,3,477,187,2,2,0,1.0,0.0,187,187,-1,0,1.0,0.0,17,83,203,0.0099,0.5618,96,42,0.3333,0.0,0.4524,1.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,890,1,1.0,1
664,398,35,2,639,25,1,0,1,0.0,1.0,25,-1,25,1,0.0,1.0,16,78,30,0.0333,0.1585,146,68,0.2206,0.0147,0.0,0.0,0.0,0.78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4,1,1.0,1
664,398,35,3,664,0,1,0,1,0.0,1.0,25,-1,25,1,0.0,1.0,16,78,30,0.0333,0.1585,146,68,0.2206,0.0147,0.0,0.0,0.0,0.78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4,1,1.0,1
666,307,30,19,664,2,18,10,1,0.5556,0.0556,2,2,204,0,1.0,0.0,10,70,205,0.0878,1.0955,96,42,0.3333,0.0,0.1415,0.6667,0.0,0.67,0.0,1.0,0.0002,0.9998,0.0092,0.9908,0.1111,3289,1,1.0,1
666,309,30,11,664,2,10,8,0,0.8,0.0,2,2,-1,0,1.0,0.0,10,70,205,0.0488,0.7697,96,42,0.3333,0.0,0.1286,0.9,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1699,1,1.0,1
670,368,14,3,529,141,2,1,1,0.5,0.5,141,141,144,0,0.5,0.5,5,75,144,0.0139,0.488,35,8,0.25,0.0,0.0625,0.5,0.0,0.75,0.4482,0.5518,0.474,0.526,0.4896,0.5104,0.0,314,1,1.0,0
672,180,4,4,529,143,3,2,1,0.6667,0.3333,143,143,511,0,0.6667,0.3333,5,75,511,0.0059,0.7744,42,13,0.0,0.0,0.2821,0.3333,0.0,1.0,0.0,1.0,0.0,1.0,0.0046,0.9954,0.0,426,1,1.0,0
672,368,14,4,670,2,3,1,2,0.3333,0.6667,2,143,2,1,0.3333,0.6667,5,75,146,0.0205,0.4914,35,8,0.25,0.0,0.0417,0.3333,0.0,0.75,0.9999,0.0001,0.9926,0.0074,0.8891,0.1109,0.0,344,1,1.0,1
673,416,42,11,659,14,10,5,0,0.5,0.0,14,14,-1,0,1.0,0.0,5,71,19,0.5263,0.1595,92,54,0.1481,0.0185,0.0741,0.8,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1566,1,1.0,0
675,14,4,3,529,146,2,2,0,1.0,0.0,146,146,-1,0,1.0,0.0,8,83,673,0.003,0.984,42,14,0.0714,0.0,0.4643,1.0,0.0,0.93,0.0,1.0,0.0,1.0,0.0,1.0,0.0,258,1,1.0,0
675,370,57,2,675,0,0,0,0,0.0,0.0,149,-1,-1,0,0.0,0.0,7,80,149,0.0,0.5017,71,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
675,370,57,3,675,0,0,0,0,0.0,0.0,149,-1,-1,0,0.0,0.0,7,80,149,0.0,0.5017,71,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
676,14,4,4,675,1,3,2,1,0.6667,0.3333,1,147,1,1,0.6667,0.3333,8,83,674,0.0045,0.9853,42,14,0.0714,0.0,0.3095,0.6667,0.0,0.93,1.0,0.0,0.9934,0.0066,0.8531,0.1469,0.0,314,1,1.0,0
680,26,4,3,443,237,2,1,1,0.5,0.5,237,237,248,0,0.5,0.5,8,70,678,0.0029,0.816,42,14,0.0,0.0,0.4286,0.5,0.0,1.0,0.3181,0.6819,0.4058,0.5942,0.462,0.538,0.0,138,1,1.0,0
691,417,42,4,657,34,3,2,0,0.6667,0.0,34,34,-1,0,1.0,0.0,10,70,37,0.0811,0.411,92,62,0.1452,0.0323,0.0968,1.0,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,840,1,1.0,0
691,425,82,2,655,36,1,0,1,0.0,1.0,36,-1,36,1,0.0,1.0,10,70,37,0.027,0.0061,45,9,0.0,0.1111,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,676,1,1.0,0
699,206,18,6,659,40,5,3,2,0.6,0.4,40,224,40,2,0.6,0.4,5,75,484,0.0103,0.8688,42,10,0.0,0.0,0.14,0.2,0.0,1.0,1.0,0.0,0.9983,0.0017,0.9117,0.0883,-0.6667,3659,1,1.0,0
699,296,25,6,644,55,5,4,0,0.8,0.0,55,55,-1,0,1.0,0.0,7,71,238,0.021,0.8287,79,39,0.0769,0.1026,0.0308,0.4,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3634,1,1.0,1
699,300,27,7,659,40,6,5,1,0.8333,0.1667,40,40,69,0,0.8,0.2,134,75,238,0.0252,0.6517,71,33,0.0909,0.7576,0.0758,0.6667,0.0,0.91,0.0648,0.9352,0.1567,0.8433,0.2325,0.7675,-0.3333,3292,1,1.0,1
699,345,36,4,658,41,3,3,0,1.0,0.0,41,41,-1,0,1.0,0.0,5,71,238,0.0126,0.7051,71,38,0.2105,0.0,0.1404,1.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1566,1,1.0,1
699,346,36,4,658,41,3,3,0,1.0,0.0,41,41,-1,0,1.0,0.0,5,71,238,0.0126,0.6573,71,38,0.2105,0.0,0.1404,1.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1566,1,1.0,1
699,358,34,3,475,224,2,2,0,1.0,0.0,224,224,-1,0,1.0,0.0,10,70,231,0.0087,0.3324,113,73,0.2877,0.0,0.2466,1.0,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,1
699,358,34,4,699,0,2,2,0,1.0,0.0,224,224,-1,0,1.0,0.0,10,70,231,0.0087,0.3324,113,73,0.2877,0.0,0.2466,1.0,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,1
699,359,70,3,475,224,2,1,1,0.5,0.5,224,224,231,0,0.5,0.5,5,71,231,0.0087,0.6562,42,22,0.2273,0.0,0.1818,0.5,0.0,0.77,0.381,0.619,0.4396,0.5604,0.4758,0.5242,0.0,1528,1,1.0,1
699,397,40,7,663,36,6,4,1,0.6667,0.1667,36,40,36,1,0.6,0.4,5,71,69,0.087,0.631,106,74,0.4054,0.0135,0.0473,0.3333,0.0,0.59,0.5216,0.4784,0.4398,0.5602,0.3788,0.6212,-0.6667,311,1,1.0,1
699,397,40,8,699,0,6,4,1,0.6667,0.1667,36,40,36,1,0.6,0.4,5,71,69,0.087,0.631,106,74,0.4054,0.0135,0.0473,0.3333,0.0,0.59,0.5216,0.4784,0.4398,0.5602,0.3788,0.6212,-0.6667,311,1,1.0,1
700,481,32,2,687,13,1,1,0,1.0,0.0,13,13,-1,0,1.0,0.0,10,70,18,0.0556,0.3704,110,78,0.2564,0.0128,0.0385,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
700,481,32,3,700,0,1,1,0,1.0,0.0,13,13,-1,0,1.0,0.0,10,70,18,0.0556,0.3704,110,78,0.2564,0.0128,0.0385,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
700,481,32,4,700,0,1,1,0,1.0,0.0,13,13,-1,0,1.0,0.0,10,70,18,0.0556,0.3704,110,78,0.2564,0.0128,0.0385,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
700,483,32,2,687,13,1,1,0,1.0,0.0,13,13,-1,0,1.0,0.0,9,70,18,0.0556,0.6735,110,78,0.2564,0.0,0.0256,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
700,483,32,3,700,0,1,1,0,1.0,0.0,13,13,-1,0,1.0,0.0,9,70,18,0.0556,0.6735,110,78,0.2564,0.0,0.0256,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
700,485,32,2,687,13,1,1,0,1.0,0.0,13,13,-1,0,1.0,0.0,10,70,18,0.0556,0.2444,110,78,0.2564,0.0513,0.0256,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
700,485,32,3,700,0,1,1,0,1.0,0.0,13,13,-1,0,1.0,0.0,10,70,18,0.0556,0.2444,110,78,0.2564,0.0513,0.0256,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
703,311,30,2,475,228,1,1,0,1.0,0.0,228,228,-1,0,1.0,0.0,5,71,242,0.0041,0.6742,96,50,0.38,0.02,0.62,1.0,0.0,0.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
703,329,30,2,475,228,1,1,0,1.0,0.0,228,228,-1,0,1.0,0.0,10,70,242,0.0041,0.6742,96,50,0.38,0.02,0.62,1.0,0.0,0.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
711,18,4,2,443,268,1,1,0,1.0,0.0,268,268,-1,0,1.0,0.0,11,70,709,0.0014,0.865,42,14,0.1429,0.0,0.7857,1.0,0.0,0.86,0.0,1.0,0.0,1.0,0.0,1.0,0.0,165,1,1.0,0
711,33,6,2,443,268,1,1,0,1.0,0.0,268,268,-1,0,1.0,0.0,11,70,709,0.0014,0.8675,20,7,0.4286,0.4286,0.8571,1.0,0.0,0.57,0.0,1.0,0.0,1.0,0.0,1.0,0.0,165,1,1.0,0
711,34,6,6,443,268,5,1,2,0.2,0.4,268,268,300,0,0.6,0.4,11,70,709,0.0071,1.8147,20,7,0.4286,0.4286,0.5143,0.6,0.0,0.57,0.035,0.965,0.0993,0.9007,0.1887,0.8113,1.0,543,1,1.0,1
714,14,4,5,676,38,4,2,2,0.5,0.5,38,185,38,2,0.5,0.5,8,83,712,0.0056,1.1239,42,15,0.0667,0.0,0.2167,0.5,0.0,0.93,1.0,0.0,0.9967,0.0033,0.9212,0.0788,-1.0,319,1,1.0,0
714,14,4,6,714,0,4,2,2,0.5,0.5,38,185,38,2,0.5,0.5,8,83,712,0.0056,1.1239,42,15,0.0667,0.0,0.2167,0.5,0.0,0.93,1.0,0.0,0.9967,0.0033,0.9212,0.0788,-1.0,319,1,1.0,0
714,370,57,4,675,39,3,0,1,0.0,0.3333,39,-1,39,1,0.0,1.0,7,80,188,0.016,0.8935,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,168,1,1.0,0
714,370,57,5,714,0,3,0,1,0.0,0.3333,39,-1,39,1,0.0,1.0,7,80,188,0.016,0.8935,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,168,1,1.0,0
714,370,57,6,714,0,3,0,1,0.0,0.3333,39,-1,39,1,0.0,1.0,7,80,188,0.016,0.8935,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,168,1,1.0,0
717,11,4,2,443,274,1,1,0,1.0,0.0,274,274,-1,0,1.0,0.0,8,70,715,0.0014,0.865,42,15,0.0,0.0,0.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,76,1,1.0,0
720,14,4,7,714,6,6,2,3,0.3333,0.5,6,191,6,3,0.2,0.8,8,83,718,0.0084,1.1423,42,15,0.0667,0.0,0.1444,0.3333,0.0,0.93,1.0,0.0,0.9993,0.0007,0.9694,0.0306,-0.6667,539,1,1.0,1
720,180,4,5,672,48,4,2,2,0.5,0.5,48,191,48,1,0.5,0.5,5,75,559,0.0072,0.846,42,14,0.0,0.0,0.1964,0.25,0.0,1.0,1.0,0.0,0.9927,0.0073,0.8479,0.1521,0.0,507,1,1.0,0
720,368,14,5,672,48,4,2,2,0.5,0.5,48,48,50,0,0.5,0.5,5,75,194,0.0206,0.6529,35,7,0.2857,0.0,0.0714,0.5,0.0,0.71,0.4654,0.5346,0.4826,0.5174,0.4927,0.5073,0.0,425,1,1.0,1
720,370,57,7,714,6,6,0,2,0.0,0.3333,6,-1,6,2,0.0,1.0,7,80,194,0.0309,0.945,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,498,1,1.0,0
720,370,57,8,720,0,6,0,2,0.0,0.3333,6,-1,6,2,0.0,1.0,7,80,194,0.0309,0.945,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,498,1,1.0,0
720,370,57,9,720,0,6,0,2,0.0,0.3333,6,-1,6,2,0.0,1.0,7,80,194,0.0309,0.945,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,498,1,1.0,0
732,624,48,2,731,1,1,0,1,0.0,1.0,1,-1,1,1,0.0,1.0,23,70,1,1.0,0.0,71,30,0.1333,0.0,0.0,0.0,0.0,0.87,1.0,0.0,1.0,0.0,1.0,0.0,0.0,46,1,1.0,0
735,559,106,2,696,39,1,1,0,1.0,0.0,39,39,-1,0,1.0,0.0,16,83,39,0.0256,0.314,35,26,0.0769,0.0385,0.0385,1.0,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.0,0.0,36,1,1.0,0
737,206,18,7,699,38,6,3,3,0.5,0.5,38,262,38,3,0.4,0.6,5,75,522,0.0115,0.9934,42,10,0.0,0.0,0.1167,0.1667,0.0,1.0,1.0,0.0,0.9994,0.0006,0.9509,0.0491,-1.0,3706,1,1.0,0
737,304,28,3,475,262,2,2,0,1.0,0.0,262,262,-1,0,1.0,0.0,10,70,276,0.0072,0.7978,55,16,0.125,0.0625,0.1875,1.0,0.0,0.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3194,1,1.0,0
737,304,28,4,737,0,2,2,0,1.0,0.0,262,262,-1,0,1.0,0.0,10,70,276,0.0072,0.7978,55,16,0.125,0.0625,0.1875,1.0,0.0,0.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3194,1,1.0,0
737,345,36,5,699,38,4,4,0,1.0,0.0,38,38,-1,0,1.0,0.0,5,71,276,0.0145,0.9157,71,36,0.2222,0.0,0.125,1.0,0.0,0.78,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1613,1,1.0,1
737,345,36,6,737,0,4,4,0,1.0,0.0,38,38,-1,0,1.0,0.0,5,71,276,0.0145,0.9157,71,36,0.2222,0.0,0.125,1.0,0.0,0.78,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1613,1,1.0,1
737,346,36,5,699,38,4,4,0,1.0,0.0,38,38,-1,0,1.0,0.0,5,71,276,0.0145,0.7612,71,36,0.2222,0.0,0.125,1.0,0.0,0.78,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1613,1,1.0,1
737,358,34,5,699,38,4,3,0,0.75,0.0,38,38,-1,0,1.0,0.0,10,70,269,0.0149,0.5444,113,73,0.2877,0.0,0.137,0.75,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1622,1,1.0,1
737,397,40,9,699,38,8,5,1,0.625,0.125,38,38,74,0,0.6,0.4,5,71,107,0.0748,1.0267,106,75,0.4,0.0133,0.0483,0.5,0.0,0.6,0.0712,0.9288,0.1737,0.8263,0.2332,0.7668,-0.5,405,1,1.0,1
740,321,30,5,644,96,4,4,0,1.0,0.0,96,96,-1,0,1.0,0.0,10,70,279,0.0143,0.7697,96,50,0.38,0.0,0.2,1.0,0.0,0.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1806,1,1.0,1
740,322,30,5,644,96,4,4,0,1.0,0.0,96,96,-1,0,1.0,0.0,10,70,279,0.0143,0.7697,96,50,0.38,0.0,0.2,1.0,0.0,0.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1806,1,1.0,1
740,345,36,7,737,3,6,5,0,0.8333,0.0,3,3,-1,0,1.0,0.0,5,71,279,0.0215,0.927,71,36,0.2222,0.0,0.0926,1.0,0.0,0.78,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1795,1,1.0,0
740,345,36,8,740,0,6,5,0,0.8333,0.0,3,3,-1,0,1.0,0.0,5,71,279,0.0215,0.927,71,36,0.2222,0.0,0.0926,1.0,0.0,0.78,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1795,1,1.0,0
740,626,35,2,737,3,1,1,0,1.0,0.0,3,3,-1,0,1.0,0.0,5,75,3,0.3333,0.5,146,98,0.3061,0.0,0.0408,1.0,0.0,0.69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,91,1,1.0,1
741,397,40,10,737,4,9,6,1,0.6667,0.1111,4,4,78,0,0.6,0.4,5,71,111,0.0811,1.0428,106,76,0.4079,0.0132,0.0468,0.5556,0.0,0.59,0.0102,0.9898,0.0816,0.9184,0.176,0.824,-0.4,496,1,1.0,1
742,397,40,11,741,1,10,7,1,0.7,0.1,1,1,79,0,0.8,0.2,5,71,112,0.0893,1.0535,106,77,0.4156,0.013,0.0429,0.5,0.0,0.58,0.0048,0.9952,0.0507,0.9493,0.1397,0.8603,0.0,513,1,1.0,1
743,397,40,12,742,1,11,8,1,0.7273,0.0909,1,1,80,0,1.0,0.0,5,71,113,0.0973,1.0642,106,77,0.4156,0.013,0.0401,0.4545,0.0,0.58,0.003,0.997,0.0364,0.9636,0.1156,0.8844,0.0333,584,1,1.0,1
743,627,40,2,741,2,1,0,1,0.0,1.0,2,-1,2,1,0.0,1.0,5,71,2,0.5,0.0132,106,77,0.4156,0.0,0.0,0.0,0.0,0.58,1.0,0.0,1.0,0.0,1.0,0.0,0.0,17,1,1.0,0
745,337,33,2,475,270,1,1,0,1.0,0.0,270,270,-1,0,1.0,0.0,10,70,284,0.0035,0.8202,113,73,0.274,0.0,0.4247,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
745,345,36,9,740,5,8,5,1,0.625,0.125,5,8,5,1,0.6,0.4,5,71,284,0.0282,0.9494,71,36,0.2222,0.0,0.0694,0.75,0.0,0.78,0.5425,0.4575,0.4849,0.5151,0.3961,0.6039,-0.5,1921,1,1.0,0
745,397,40,13,743,2,12,9,1,0.75,0.0833,2,2,82,0,1.0,0.0,5,71,115,0.1043,1.0909,106,77,0.4156,0.013,0.0379,0.4167,0.0,0.58,0.0022,0.9978,0.0282,0.9718,0.0984,0.9016,0.3333,590,1,1.0,1
745,397,40,14,745,0,12,9,1,0.75,0.0833,2,2,82,0,1.0,0.0,5,71,115,0.1043,1.0909,106,77,0.4156,0.013,0.0379,0.4167,0.0,0.58,0.0022,0.9978,0.0282,0.9718,0.0984,0.9016,0.3333,590,1,1.0,1
751,271,24,3,443,308,2,2,0,1.0,0.0,308,308,-1,0,1.0,0.0,8,75,316,0.0063,0.822,75,39,0.0256,0.0,0.0769,1.0,0.0,0.97,0.0,0.0,0.0,1.0,0.0,1.0,0.0,266,1,1.0,0
755,450,24,2,755,0,0,0,0,0.0,0.0,73,-1,-1,0,0.0,0.0,6,71,73,0.0,1.0667,75,39,0.4615,0.359,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
755,450,24,3,755,0,0,0,0,0.0,0.0,73,-1,-1,0,0.0,0.0,6,71,73,0.0,1.0667,75,39,0.4615,0.359,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
755,451,24,2,755,0,0,0,0,0.0,0.0,73,-1,-1,0,0.0,0.0,6,71,73,0.0,1.0667,75,39,0.4615,0.359,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
755,476,32,2,687,68,1,1,0,1.0,0.0,68,68,-1,0,1.0,0.0,10,70,73,0.0137,1.0296,110,77,0.2468,0.0,0.013,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
